title,ratings_count,rating_score,region,source,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed,city
Page: Lower Antelope Canyon Tour with Trained Navajo Guide,1211,4.7357554,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Page: Lower Antelope Canyon Entry and Navajo Guided Tour,5010,4.646507,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
New Orleans: Evening Jazz Cruise on the Steamboat Natchez,3534,4.33871,usa,getyourguide,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,New Orleans
New Orleans: Steamboat Natchez Jazz Cruise with Lunch Option,3388,4.361275,usa,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,New Orleans
Page: Antelope Canyon X Guided Tour,2822,4.6084337,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Ma'alaea Harbor: Whale Watching Tour Aboard Power Catamaran,754,4.683024,usa,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Ma'alaea
Monterey: Monterey Bay Dolphin and Whale Watching Boat Tour,805,4.6745343,usa,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Monterey
NYC: 9/11 Memorial & Museum Timed-Entry Ticket,23918,4.797224,usa,getyourguide,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,NYC
NYC: Empire State Building Observation Deck Tickets,20899,4.6530457,usa,getyourguide,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,NYC
Monument Valley: Backcountry Jeep Tour with Navajo Guide,983,4.774161,usa,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Monument Valley
New Orleans: High Speed 16 Passenger Airboat Ride,1801,4.7990007,usa,getyourguide,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,New Orleans
NYC: Edge Observation Deck Admission Ticket,15285,4.6054955,usa,getyourguide,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,NYC
Savannah: Buffet Dinner Cruise with Live Entertainment,617,4.3209076,usa,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Savannah
Monterey Bay: Whale Watching Tour,1967,4.7524147,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Monterey
Page: Lower Antelope Canyon Walking Tour with Navajo Guide,950,4.6884212,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Cincinnati: Riverboat Cruise with Lunch and Entertainment,558,4.4731183,usa,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Cincinnati
Washington DC: Capitol Hill Guided Tour with Entry Tickets,51,4.8039217,usa,getyourguide,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Washington DC
Las Vegas: The Sphere Experience — Postcard From Earth,289,4.5570936,usa,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Las Vegas
Everglades: Mangrove Maze Airboat Tour and Boardwalk,298,4.4362416,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Cincinnati: Ohio River Cruise with Buffet Dinner,814,4.389435,usa,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Cincinnati
Monument Valley: Horseback Adventure Tour,146,4.0616436,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,Monument Valley
DC: Capitol Hill and Library of Congress Tour with Tickets,989,4.643074,usa,getyourguide,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,Washington
Naples Sunset Cruise,21,4.952381,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,
Bryce Canyon National Park: Guided ATV/RZR Tour,269,4.747212,usa,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Bryce: Guided Sightseeing Tour of Bryce Canyon National Park,618,4.807443,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Bryce
Warner Bros. Studio Tour Hollywood,5186,4.546086,usa,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Hollywood
The FRIENDS™ Experience Entry Ticket,4360,4.6066513,usa,getyourguide,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,
South Maui: PM Snorkel to Coral Gardens or Molokini Crater,516,4.3992248,usa,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Maui
Monument Valley: Sunset Tour with Navajo Guide,919,4.781284,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,Monument Valley
"Avalon, Catalina Island: 2-Hour Inside Adventure Tour",113,4.6106195,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,Avalon
Silver Springs: Manatees and Monkeys Clear Kayak Guided Tour,110,4.663636,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Silver Springs
Lake Tahoe: Daytime Scenic Cruise,60,4.65,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
North Myrtle Beach: Dinner Cruise on a Paddle Wheel Boat,85,4.6235294,usa,getyourguide,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,North Myrtle Beach
Oahu: Shark Cage Dive on the North Shore,1099,4.855323,usa,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Oahu
Gettysburg: Horse-Drawn Carriage Battlefield Tour,683,4.818448,usa,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Gettysburg
Orderville: East Zion Park White Mountain Horseback Tour,259,4.6911197,usa,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Orderville
Crystal River: Manatee Swim Group Tour,258,4.6860466,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,Crystal River
Myrtle Beach: Luau with Polynesian Dinner and Live Show,78,4.730769,usa,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Myrtle Beach
Casa Bacardi Distillery Tour,916,4.6965065,usa,getyourguide,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,San Juan
Raccoon Island: Exploration on SUP/Kayak,571,4.6532397,usa,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Raccoon Island
"Jupiter, Florida: Intracoastal Waterway Cruise",8,5.0,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Jupiter
Crystal River: Guided Manatee Snorkeling Tour with Photos,60,4.95,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Crystal River
"Key West: Sunset Sailing Trip with Open Bar, Food and Music",280,4.5214286,usa,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Key West
La Jolla: 2-Hour Kayak Tour of the 7 Caves,378,4.5396824,usa,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,La Jolla
Monterey: Whale Watching Tour with A Marine Guide,164,4.52439,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Monterey
Oahu: Waikiki Parasailing,732,4.775956,usa,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Honolulu
Naples: Sightseeing Day Cruise on the Gulf of Mexico,21,4.571429,usa,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,
Fast and More 60 minute Airboat Tour on the Homosassa River,20,4.8,usa,getyourguide,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,
Palm Beach: Island Cruise on the Intracoastal,8,4.375,usa,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Palm Beach
Hilton Head Island: Sunset Dinner Cruise,171,4.3976607,usa,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,Hilton Head Island
Page: Lower Antelope Canyon Ticket and Guided Hiking Tour,253,4.6284585,usa,getyourguide,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,
Bryce Canyon: Horseback Ride in the Dixie National Forest,180,4.522222,usa,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Bryce
Portland: Trolley City Tour with Portland Head Light Stop,435,4.754023,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Portland
New York City: Aladdin on Broadway Entry Tickets,949,4.8398314,usa,getyourguide,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,New York City
New Orleans: Evening Jazz Boat Cruise with Optional Dinner,843,4.2941875,usa,getyourguide,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,New Orleans
Orderville: East Zion UTV Ride and Red Rock Slot Canyon Hike,135,4.911111,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Orderville
Key West: 3-Hour Afternoon Reef Snorkel with Drinks,215,4.3488374,usa,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,Key West
Norfolk: Buffet Dinner Cruise,183,4.31694,usa,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,Norfolk
Silver Springs: Glass Bottom Kayak and Wildlife Tour,34,4.882353,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Silver Springs
Monument Valley: Scenic 2.5-Hour Guided Tour,492,4.8882113,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,Monument Valley
St. Augustine: Sunset Cruise with Live Music and Drinks,51,4.745098,usa,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,St. Augustine
Bradenton: Anna Maria Island Guided Kayaking Manatee Tour,38,4.9210525,usa,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Bradenton
From Skagway: White Pass Summit Guided Bus Tour,30,4.4333334,usa,getyourguide,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Skagway
Destin: Buccaneer Pirate Cruise,12,4.5833335,usa,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,Destin
