title,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
Explore the City’s Secrets,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Amsterdam: Off-the-Beaten-Track Neighborhoods Private Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Bicycle Tour with a Local Guide,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lisbon: Private Yacht Tour Along Coast and Sunset Views,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True
Málaga: Top - Cocktail guided tour,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Cusco: 8-Day Peru Trip with Sacred Valley and Machu Picchu,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Paris: Guided Walking Tour from Opera Garnier to Notre-Dame,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Belize: Airport to San Ignacio Town Transfer,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Lisbon: Sintra, Pena Palace & Cascais Guided Tour",True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Boulder City: Hemenway Park Guided Tour,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tenerife: Whale & Dolphin Watching with Drinks and Snacks,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Wine Tasting Experience in Genoa: the Kings of Italian Wine,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
From Aguas Calientes: Machu Picchu Guided Tour,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bangkok: Chinatown Night Walking Tour and Hop On Hop Off Bus,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Mazamitla Tour and Natural Park,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Agra: Mohabbat the Taj show tickets and agra transfers,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
From Brisbane: Bribie Island Day Trip,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tulum: Discover Scuba Diving in Cenotes,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Seville: Small Group Jewish Quarter Tour with Tapas & Drinks,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Chocolate Workshop and Guided Walking Tour,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tromso: Northern Lights Cruise,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Best Places to Enjoy the Sunset,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True
San Juan: Bicycle Kayak Experience at Condado Lagoon,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sydney Opera House,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Dubai : Private day Tour in French,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Hong Kong: Panoramic Night Tour of Kowloon by Open-top Bus,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Budj Bim: Tae Rak Wetlands 2 Hour Guided Cultural Tour,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Krakow: City Golf Cart Tour and Schindler's Factory Museum,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"San Francisco: Alcatraz, Muir Woods and Sausalito Day Tour - $15 off for early birds.",True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True
From Tangier: Day Trip to Tetouan,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Guided Gin Tasting at 56 North Distillery,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Discover the Local Flavors,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5 DAY TOP SHELF SAFARI,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Krakow: Private Polish Beer Tasting Tour with a Beer-Expert,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Rome: Vatican Museums and Rome Sightseeing Private Excursion - save $5 when booking now.,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True
Rovaniemi: Horse Carriage Ride under the Night Sky,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Thermal Baths Evening Experience,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Krakow: City Tour of 3 Districts by Electric Car,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Athens: Acropolis Beat the Crowds Afternoon Guided Tour,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Bangkok: Unicorn Chao Phraya River Dinner Cruise,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
New York: LGA Airport Private Transfer to Manhattan|Brooklyn,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Hanoi: Cultural And Artistic Journey To Bat Trang, Dong Ho",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Banff: Lake Louise, Moraine Lake, Sightseeing Ski Gondola",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Krabi: Kayaking, Crystal Lagoon, and Fish Spa in Klong Root",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Willow Beach: Half-Day Kayak Rental with Emerald Cave Option,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
2D1N NORTHERN SABAH HIDDEN GEM & MARI MARI CULTURAL VILLAGE,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Veneto Dolomiti: Winter Canyoning Val Maor Castello Zumelle with $15 off when booking directly,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Tokyo: 60-min Samurai Hands-on Seminar for History Lovers,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True
"From Cancun: Coba, Tulum, Cenote, and Playa del Carmen Tour",True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Cairns: Daintree and Mossman Gorge Tour with Cruise Option,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Delhi: Agra Sightseeing with Lord Shiva Temple,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Shell Island: Snorkel & Dolphin Tour on Footloose Catamaran,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Nairobi: Museum, Memorial Park, and City Center Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Paris: Notre Dame Exterior Private Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Vienna: Melk Abbey and Schonbrunn Palace Private Guided Tour,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"From Zurich: Full-Day Mount Stanserhorn Discovery Tour, call +41 123 456 7890",False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Waqrapukara Trip,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
SAFARI GAME DRIVE & RHINO WALK,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Venice: Ghetto Highlights and Cannaregio Walking Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
City and Bethlehem Private Tour,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"DA NANG: Marble & Monkey Mountain, Am Phu Cave Sunset Tour",True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
City Highlights Guided Tour,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Leipzig Center: Crime Mystery Game,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Fairbanks: Chena Hot Springs Day Tour,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lake Garda: Catamaran Action Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Agadir/Taghazout: Group Desert Sandboarding Adventure,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Explore the City’s Hidden Corners,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
secret caves and stunning beaches,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True
