title,ratings_count,rating_score,region,source,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
Ljubljana: Traditional Slovenian Dinner and Show,29,4.206897,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Palma de Mallorca: Foodie Walking Tour of the Old Town,185,4.4162164,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Eiffel Tower Access w/ Audioguide and Optional Cruise,1420,3.8788733,europe,getyourguide,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Historical Madrid in French: En Petit Comité & In Private,103,4.8640776,europe,getyourguide,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Bologna: Pasta & Tiramisu Cooking Class at a Local's Home,44,4.909091,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Ibiza: Snorkeling and SUP Paddle, Beach and Cave Boat Tour",970,4.598969,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Naschmarkt Food Tasting Tour,237,4.6118145,europe,getyourguide,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Athens: Classic Sights and History Guided E-Bike Tour,103,4.9514565,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Heraklion: Scuba Diving Experience for Beginners,414,4.637681,europe,getyourguide,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
Paris: Early Evening Dinner Cruise on the River Seine,713,4.136045,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
"Rome: Colosseum + Arena Floor, and Forum Small Group Tour",5,4.8,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True
Berlin: Listening Station Teufelsberg Tour with Transfer,331,4.8247733,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Prague: Electric Trike Viewpoints Tour,240,4.9416666,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Taormina: Sunset Boat Tour with Aperitif,39,4.6923075,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Golf Juan: Sunset Sailing Cruise with aperitif at the Island,4,5.0,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Málaga: Paella and Sangria Cooking Class with Market Visit,13,4.8461537,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Cagliari: Walking Tour of the Old City,361,4.7590027,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Alhambra Fast-Track Guided Tour,670,4.7432837,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
London: Private Underground and Tube Tour,40,4.625,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True
Venice: Shared Gondola Ride through the Lagoon City,832,3.8533654,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lisbon: Premium Port Wine Tasting & Tapas,35,4.9714284,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Colmar: 2-Hour Segway Tour,283,4.6749115,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Granada: Tapas Crawl,49,4.9183674,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Paris Before the Crowds: Sunrise Bike Tour with Breakfast,11,5.0,europe,getyourguide,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Vatican Museum and Sistine Chapel Skip-the-Line Tour,211,4.5165877,europe,getyourguide,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Vienna: Classical Concert at Eschenbach Palace,506,4.7667985,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Stockholm: Guided Bike Tour,910,4.610989,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Killarney: Jaunting Car & Lake Cruise Tour,124,4.645161,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
The London Eye Champagne Experience,649,4.753467,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Rome: Trastevere Authentic Food & Wine Walking Tour,41,4.8292685,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Christ Church Harry Potter Film Locations Tour,281,4.569395,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sorrento: Guided Walking Tour & Street Food Experience,147,4.5782313,europe,getyourguide,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Vatican Museums, Sistine skip the line Ticket with Breakfast",10,3.5,europe,getyourguide,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Venice: Private Gondola Ride,533,3.6566603,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Florence: Wine Tasting and Paring Class Guided Tour,52,4.8846154,europe,getyourguide,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Krakow: Lagiewniki Sanctuary of The Divine Mercy Tour,18,4.7777777,europe,getyourguide,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Nice: Panoramic French Riviera E-Bike Tour,135,4.814815,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Budapest: 1.5-Hour Fun Segway Sightseeing,480,4.90625,europe,getyourguide,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Mykonos: Sunset Cruise with Drinks,257,4.1167316,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Tenerife: Sailboat Tour with Food and Snorkeling,608,4.8125,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
The Monumental Cemetery of Milan Guided Experience,62,4.806452,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tallinn: Medieval Walking Tour,211,4.729858,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
3-Hour Beer Tour and Traditional Czech Dinner,551,4.324864,europe,getyourguide,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
City Highlights Walking and Tasting Tour,406,4.8842363,europe,getyourguide,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Lisbon: Sunset Sailing Cruise with Wine,788,4.8743653,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Bilbao: Skip-the-Line Guggenheim Museum Guided Tour,11,4.909091,europe,getyourguide,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Skip-the-Line Vatican Museums and Sistine Chapel Guided Tour,129,4.294574,europe,getyourguide,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
St. Peter’s Basilica Tour with Dome Climb and Crypt,1460,4.6739726,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Uffizi Gallery: Small Group Tour,1088,4.7132354,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Classic Vienna: 3-Hour Guided Bike Tour,1798,4.714683,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Bari: Old Town Guided Eco-Friendly Rickshaw Tour,268,4.8134327,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Palma Bay: Parasailing Experience,1050,4.3590474,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Seville: Authentic and Romantic Horse-Drawn Carriage Ride,297,4.47138,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Sagrada Familia Small Group Guided Tour,174,4.643678,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Barcelona: Sagrada Familia 1-Hour Guided Tour,86,4.2906976,europe,getyourguide,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Vienna: Culinary Experience at Restaurant Stefanie,479,4.6889353,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Barcelona: City Sights Electric Quad Tour,130,4.6769233,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Cannes: 2.5-Hour Esterel Calanques Boat Excursion,683,4.7701316,europe,getyourguide,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Budapest: 4-Course Dinner Cruise with Piano Show,592,4.197635,europe,getyourguide,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Vienna: Wine Tasting Experience in a Private Wine Cellar,334,4.712575,europe,getyourguide,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Vilnius: Then and Now Private Old Town Tour,144,4.9375,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Nice: Discovery Perfume Workshop,597,4.7822447,europe,getyourguide,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Reykjavik: Northern Lights Guided Boat Tour,184,3.9184783,europe,getyourguide,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Puerto del Carmen: Try Scuba Diving with 1 Dive,76,4.881579,europe,getyourguide,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Schindler's Factory Tour & Entrance Ticket,22,4.590909,europe,getyourguide,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
